"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.337704635E0,4.140533507E-2,1.710277796E-1,-9.101953506E-1,9.270493404E-1
7.342258021E0,4.859544337E-2,2.778508663E-1,-9.020957947E-1,9.451663577E-1
7.346810573E0,4.153944552E-2,4.024251699E-1,-8.581542969E-1,9.487361805E-1
7.351363958E0,1.998218894E-2,5.229415894E-1,-8.142547607E-1,9.679245886E-1
7.355918073E0,-5.918715149E-2,6.222872138E-1,-7.273740768E-1,9.590711877E-1
7.360471406E0,-7.896438986E-2,6.953163147E-1,-6.573057175E-1,9.600786210E-1
7.365024010E0,-9.439171106E-2,7.441743612E-1,-5.538444519E-1,9.324424657E-1
7.369577396E0,-1.271489412E-1,7.829035521E-1,-4.624376297E-1,9.181249296E-1
7.374131510E0,-1.535390019E-1,7.778928876E-1,-3.687276840E-1,8.744436372E-1
7.378684844E0,-1.546749473E-1,7.339200974E-1,-3.324670792E-1,8.204251382E-1
7.383237448E0,-1.497625709E-1,6.772123575E-1,-3.201265335E-1,7.638889987E-1
7.387790833E0,-1.196898818E-1,6.077903509E-1,-3.316783905E-1,7.026701454E-1
7.392344948E0,-8.127200603E-2,5.447326899E-1,-3.097391129E-1,6.318838187E-1
7.396898281E0,-5.895003676E-3,4.713555872E-1,-2.543516159E-1,5.356356833E-1
7.401450885E0,8.955754340E-2,3.543228209E-1,-2.444229126E-1,4.396678010E-1
7.406004271E0,1.858312935E-1,2.608220577E-1,-2.249279022E-1,3.913489193E-1
7.410558385E0,2.614164948E-1,1.527472734E-1,-2.197713852E-1,3.741253467E-1
7.415111719E0,4.000393152E-1,5.433744565E-2,-1.787471771E-1,4.415139466E-1
7.419664323E0,4.872378707E-1,-3.632035479E-2,-1.329679489E-1,5.063599374E-1
7.424217708E0,5.950407982E-1,-1.190207154E-1,-5.137252808E-2,6.089980450E-1
7.428771823E0,6.519990563E-1,-2.008930594E-1,3.253555298E-2,6.830222200E-1
7.433325156E0,7.207517624E-1,-2.770550549E-1,1.832761765E-1,7.936200371E-1
7.437877760E0,7.443659306E-1,-3.094411790E-1,2.932157516E-1,8.577936575E-1
7.442431146E0,7.042705417E-1,-3.390583992E-1,4.149665833E-1,8.849603715E-1
7.446985260E0,6.797971725E-1,-3.708460927E-1,5.341653824E-1,9.407357100E-1
7.451538594E0,6.092370749E-1,-4.028431177E-1,6.316814423E-1,9.656468482E-1
7.456091198E0,5.335547924E-1,-4.425367415E-1,6.884069443E-1,9.769460604E-1
7.460644583E0,5.008358955E-1,-4.733891189E-1,7.258882523E-1,1.000923377E0
7.465198698E0,4.322819114E-1,-4.885025918E-1,7.035150528E-1,9.593934869E-1
7.469752031E0,3.853561878E-1,-4.904412627E-1,6.404762268E-1,8.940032555E-1
7.474304635E0,3.598741293E-1,-4.505869150E-1,5.153179169E-1,7.733631181E-1
7.478858021E0,2.957948744E-1,-4.118910134E-1,3.926525116E-1,6.413460918E-1
7.483412135E0,2.264089733E-1,-3.407247066E-1,2.127437592E-1,4.611011342E-1
7.487965469E0,1.561696231E-1,-2.655312419E-1,3.780937195E-2,3.103632392E-1
7.492518073E0,1.446570009E-1,-1.620330960E-1,-1.823272705E-1,2.835905599E-1
7.497071458E0,1.079893410E-1,-6.106074154E-2,-3.663415909E-1,3.867767743E-1
7.501625573E0,8.676522970E-2,3.988413513E-2,-5.453424454E-1,5.536400745E-1
7.506178906E0,9.518533945E-2,1.409645677E-1,-6.739215851E-1,6.950550777E-1
7.510731510E0,8.041132241E-2,2.016063184E-1,-7.879781723E-1,8.173253259E-1
7.515284896E0,4.008344561E-2,2.912744284E-1,-8.946981430E-1,9.417708014E-1
7.519839010E0,1.458283514E-2,3.740863204E-1,-9.916915894E-1,1.060002567E0
7.524392344E0,1.436457038E-3,4.547745585E-1,-1.067021370E0,1.159895067E0
7.528944948E0,-4.266550392E-2,5.258974433E-1,-1.111154556E0,1.230062159E0
7.533498333E0,-6.298918277E-2,5.874136090E-1,-1.136079788E0,1.280507583E0
7.538052448E0,-8.612757176E-2,6.367252469E-1,-1.168111801E0,1.333162473E0
7.542605781E0,-1.075241566E-1,6.713467240E-1,-1.169011116E0,1.352351603E0
7.547158385E0,-1.203959361E-1,6.767913699E-1,-1.186619759E0,1.371352687E0
7.551711771E0,-1.536447257E-1,6.745479107E-1,-1.201804161E0,1.386706468E0
7.556265885E0,-1.334320158E-1,6.645672321E-1,-1.207406998E0,1.384660741E0
7.560819219E0,-1.531930864E-1,6.515790820E-1,-1.217785835E0,1.389613530E0
7.565371823E0,-1.700767279E-1,6.522558331E-1,-1.211435318E0,1.386340252E0
7.569925208E0,-1.338937730E-1,6.139985919E-1,-1.188381195E0,1.344310856E0
7.574479323E0,-9.244801104E-2,6.108790636E-1,-1.146260262E0,1.302164526E0
7.579032656E0,-3.129804879E-2,5.879392624E-1,-1.073146820E0,1.224049117E0
7.583585260E0,1.874177903E-2,5.738227367E-1,-9.929780960E-1,1.147008843E0
7.588138646E0,8.908449858E-2,5.687902570E-1,-9.607191086E-1,1.120017683E0
7.592692760E0,1.441879719E-1,5.512647629E-1,-8.950576782E-1,1.061042533E0
7.597246094E0,2.107453942E-1,5.619445443E-1,-8.103666306E-1,1.008409326E0
7.601798698E0,2.555593848E-1,5.578331947E-1,-7.520732880E-1,9.706197519E-1
7.606352083E0,2.647595108E-1,5.677904487E-1,-6.771202087E-1,9.224832623E-1
7.610906198E0,2.887409925E-1,5.632332563E-1,-6.357126236E-1,8.970694520E-1
7.615459583E0,2.799098194E-1,5.755255818E-1,-6.062936783E-1,8.815731545E-1
7.620012135E0,2.981616855E-1,5.427884459E-1,-6.175251007E-1,8.745609972E-1
7.624565521E0,3.148393631E-1,5.202645063E-1,-6.215524673E-1,8.695553178E-1
7.629119635E0,3.517270684E-1,4.699265659E-1,-6.327238083E-1,8.630656554E-1
7.633673021E0,4.064061046E-1,4.539493918E-1,-6.080131531E-1,8.607647568E-1
7.638225573E0,4.095463753E-1,3.839791119E-1,-6.000394821E-1,8.217150187E-1
7.642778958E0,4.424666166E-1,3.461731672E-1,-5.801010132E-1,8.075455121E-1
7.647333073E0,4.213189483E-1,3.022552431E-1,-5.529937744E-1,7.580699194E-1
7.651886458E0,4.151964188E-1,2.687427998E-1,-5.020017624E-1,7.047102440E-1
7.656439010E0,4.238035679E-1,2.669657469E-1,-4.653940201E-1,6.837190710E-1
7.660992396E0,4.013880491E-1,2.678754032E-1,-4.216537476E-1,6.408287450E-1
7.665546510E0,3.813356757E-1,2.640784383E-1,-3.540582657E-1,5.835336962E-1
7.670099896E0,3.848195076E-1,2.599741817E-1,-3.439083099E-1,5.778802248E-1
7.674652448E0,3.854119480E-1,2.625137866E-1,-2.740278244E-1,5.408762394E-1
7.679205885E0,3.972950876E-1,2.404007316E-1,-2.496528625E-1,5.272214432E-1
7.683759948E0,3.918327689E-1,2.200080603E-1,-1.990337372E-1,4.914782741E-1
7.688313333E0,3.784961700E-1,2.011123002E-1,-1.484928131E-1,4.536029360E-1
7.692865885E0,3.551278710E-1,1.834905297E-1,-1.147556305E-1,4.158767053E-1
7.697419323E0,3.218021989E-1,1.957574785E-1,-7.868576050E-2,3.847974720E-1
7.701973385E0,3.024323583E-1,1.925776154E-1,-4.745101929E-2,3.616670686E-1
7.706526771E0,2.945026159E-1,2.026472986E-1,-5.211448669E-2,3.612667133E-1
7.711079323E0,2.500399947E-1,1.952621788E-1,-2.810573578E-2,3.184921503E-1
7.715632760E0,2.215037644E-1,1.778286695E-1,-7.105731964E-2,2.928072677E-1
7.720186823E0,1.944250613E-1,1.554643959E-1,-1.259202957E-1,2.789734821E-1
7.724740208E0,1.927538812E-1,1.714684814E-1,-1.520481110E-1,2.994563856E-1
7.729292760E0,1.829450876E-1,1.948318332E-1,-1.709909439E-1,3.172794529E-1
7.733846198E0,1.307259947E-1,2.312219590E-1,-1.506080627E-1,3.053451630E-1
7.738400260E0,1.019810736E-1,2.914014161E-1,-9.481143951E-2,3.229615050E-1
7.742953646E0,7.504950464E-2,3.465367556E-1,-8.643150330E-3,3.546757042E-1
7.747506198E0,5.455288291E-2,3.918136954E-1,8.154106140E-2,4.039095612E-1
7.752059635E0,5.003656447E-2,4.178756773E-1,1.638441086E-1,4.516288647E-1
7.756613750E0,6.633025408E-2,4.416011870E-1,2.051200867E-1,4.914118038E-1
7.761167083E0,7.748708129E-2,4.654947817E-1,2.152042389E-1,5.186545132E-1
7.765719635E0,9.099572897E-2,4.730563164E-1,2.584333420E-1,5.466720163E-1
7.770273073E0,1.164337248E-1,4.859389067E-1,2.538480759E-1,5.604750475E-1
7.774827187E0,1.632478833E-1,4.805918634E-1,2.801542282E-1,5.797454632E-1
7.779380521E0,2.195048779E-1,4.690338373E-1,3.228559494E-1,6.102549435E-1
7.783933125E0,2.638783157E-1,4.442543387E-1,3.604593277E-1,6.300195314E-1
7.788486510E0,3.204681873E-1,3.828024268E-1,4.119920731E-1,6.472828017E-1
7.793040625E0,3.917080760E-1,3.132964671E-1,4.203901291E-1,6.544598947E-1
7.797593958E0,4.206345975E-1,2.429777831E-1,4.548263550E-1,6.654612542E-1
7.802146562E0,4.217787981E-1,1.739516258E-1,4.937276840E-1,6.722525929E-1
7.806699948E0,4.189336598E-1,9.202586859E-2,5.228166580E-1,6.762480534E-1
7.811254062E0,4.025278687E-1,1.844485849E-2,5.374326706E-1,6.717162893E-1
7.815807396E0,3.253217340E-1,-2.087154239E-2,5.187139511E-1,6.126450971E-1
7.820360000E0,1.855540127E-1,2.207949758E-3,4.882955551E-1,5.223674146E-1
7.824913385E0,-2.370125055E-2,1.228142455E-1,4.605093002E-1,4.771937801E-1
7.829467500E0,-1.981692463E-1,2.836288214E-1,4.400682449E-1,5.598003382E-1
7.834020885E0,-3.270977736E-1,3.780332208E-1,4.221477509E-1,6.543017599E-1
7.838573437E0,-3.448098898E-1,3.332430720E-1,4.257030487E-1,6.412237448E-1
7.843126823E0,-2.926832736E-1,1.813807636E-1,4.244537354E-1,5.465559930E-1
7.847680937E0,-1.308563501E-1,2.515196055E-2,5.062437057E-1,5.234870534E-1
7.852234323E0,6.393063068E-2,-1.594698429E-1,6.419172287E-1,6.645114633E-1
7.856786875E0,2.700971365E-1,-3.819079697E-1,7.954416275E-1,9.227857515E-1
7.861340312E0,4.351724982E-1,-5.778851509E-1,1.009385109E0,1.241847273E0
7.865894375E0,5.380818844E-1,-7.646734715E-1,1.197832108E0,1.519558946E0
7.870447760E0,5.859782696E-1,-8.943958879E-1,1.363557816E0,1.732802485E0
7.875000312E0,5.613186955E-1,-9.738976955E-1,1.471743584E0,1.851913760E0
7.879553750E0,5.218795538E-1,-9.748915434E-1,1.579819679E0,1.928367706E0
7.884107812E0,4.298334122E-1,-9.287675619E-1,1.716465950E0,1.998404690E0
7.888661198E0,3.688952029E-1,-8.955568075E-1,1.800388336E0,2.044383483E0
7.893213750E0,2.985692620E-1,-9.302652478E-1,1.922462463E0,2.156478370E0
7.897767187E0,3.005101383E-1,-9.925094843E-1,1.975090981E0,2.230776950E0
7.902321302E0,3.559597731E-1,-1.032402754E0,1.994202614E0,2.273632968E0
7.906874635E0,4.268994629E-1,-1.114555717E0,1.975050926E0,2.307661968E0
7.911427187E0,4.992548227E-1,-1.162605762E0,1.951132774E0,2.325473423E0
7.915980625E0,5.230636001E-1,-1.226611733E0,1.855535507E0,2.284991005E0
7.920534739E0,5.535798073E-1,-1.273038864E0,1.717025757E0,2.207998189E0
7.925088073E0,5.624555945E-1,-1.270562172E0,1.499809265E0,2.044532308E0
7.929640677E0,5.356043577E-1,-1.224020362E0,1.285237312E0,1.853896659E0
7.934194062E0,4.851893485E-1,-1.150084734E0,1.082873344E0,1.652488511E0
7.938748177E0,4.420869648E-1,-1.067796946E0,8.783645630E-1,1.451604460E0
7.943301510E0,3.581562638E-1,-9.699969888E-1,6.502113342E-1,1.221451942E0
7.947854114E0,3.070850372E-1,-8.753780127E-1,3.769454956E-1,1.001337002E0
7.952407500E0,2.288118303E-1,-7.814936638E-1,1.112060547E-1,8.218600774E-1
7.956961614E0,1.373179257E-1,-6.666132212E-1,-1.661291122E-1,7.005913797E-1
7.961515000E0,1.036944315E-1,-5.544935465E-1,-4.024686813E-1,6.929622412E-1
7.966067552E0,3.416080028E-2,-4.330714047E-1,-6.600008011E-1,7.901385064E-1
7.970620937E0,-9.770028293E-3,-3.355944753E-1,-8.741788864E-1,9.364335698E-1
7.975175052E0,-2.168911695E-2,-2.212366462E-1,-1.047456741E0,1.070785551E0
7.979728437E0,-3.332573175E-2,-1.449782252E-1,-1.144054413E0,1.153685308E0
7.984280989E0,-1.172646880E-2,-7.792112231E-2,-1.219047546E0,1.221591639E0
7.988834427E0,3.089530766E-2,-1.299175620E-2,-1.243793488E0,1.244244970E0
7.993388489E0,7.289031148E-2,3.275569528E-2,-1.232704163E0,1.235291660E0
7.997941875E0,8.063453436E-2,7.107535005E-2,-1.135646820E0,1.140722286E0
8.002494427E0,8.046056330E-2,1.256536245E-1,-1.053096771E0,1.063614378E0
8.007047864E0,9.633183479E-2,1.222710907E-1,-9.539670944E-1,9.665832914E-1
8.011601927E0,1.332323253E-1,1.251883954E-1,-8.502159119E-1,8.696494027E-1
8.016155312E0,1.676333547E-1,1.031036749E-1,-7.298898697E-1,7.559566993E-1
8.020707864E0,1.928185225E-1,6.560181081E-2,-6.288375854E-1,6.609987058E-1
8.025261302E0,2.018517852E-1,-6.595373154E-3,-5.446310043E-1,5.808705303E-1
8.029815416E0,2.072086632E-1,-8.466333151E-2,-4.700632095E-1,5.206368511E-1
8.034368750E0,2.258004844E-1,-1.565939039E-1,-4.218416214E-1,5.034459882E-1
8.038921354E0,1.980922520E-1,-2.173989564E-1,-4.094791412E-1,5.041587187E-1
8.043474739E0,1.792715043E-1,-2.762712836E-1,-4.377002716E-1,5.477642031E-1
8.048028854E0,1.838909686E-1,-3.854032755E-1,-4.849424362E-1,6.461584477E-1
8.052582187E0,1.787496805E-1,-4.511361122E-1,-5.057716370E-1,7.009138241E-1
8.057134791E0,2.191590965E-1,-5.115950108E-1,-5.336818695E-1,7.710878695E-1
8.061688177E0,2.599810660E-1,-5.830740929E-1,-5.352125168E-1,8.330774217E-1
8.066242291E0,3.156638741E-1,-6.484404802E-1,-5.151863098E-1,8.863045028E-1
8.070795677E0,3.791907430E-1,-7.458239794E-1,-4.999284744E-1,9.746627659E-1
8.075348229E0,4.436020255E-1,-7.842030525E-1,-4.679365158E-1,1.015244684E0
8.079901614E0,4.898246825E-1,-8.114515543E-1,-3.977327347E-1,1.027897452E0
8.084455729E0,5.158237219E-1,-8.348075747E-1,-3.539047241E-1,1.043180882E0
8.089009114E0,5.098451972E-1,-8.233727217E-1,-2.981929779E-1,1.013313286E0
8.093561666E0,4.984374940E-1,-8.010329008E-1,-2.019453049E-1,9.648189207E-1
8.098115104E0,4.650922418E-1,-7.680759430E-1,-1.321401596E-1,9.075860672E-1
8.102669166E0,4.195073247E-1,-6.937774420E-1,-7.680034637E-2,8.143781847E-1
8.107222552E0,3.211815655E-1,-6.381496787E-1,-2.157688141E-2,7.147434311E-1
8.111775104E0,2.563239336E-1,-5.630922318E-1,-4.711151123E-3,6.187059199E-1
8.116328541E0,2.057158202E-1,-4.834072590E-1,-3.093433380E-2,5.262684769E-1
8.120882656E0,1.547788233E-1,-4.158242941E-1,-2.371501923E-2,4.443295284E-1
8.125435989E0,1.173530370E-1,-3.795560896E-1,-4.043865204E-2,3.993367565E-1
8.129988541E0,1.240445822E-1,-3.838984370E-1,-7.150459290E-2,4.097291485E-1
8.134541979E0,1.030478626E-1,-3.761101365E-1,-1.527433395E-1,4.188176507E-1
8.139096094E0,9.007756412E-2,-3.632063270E-1,-2.482395172E-1,4.490608660E-1
8.143649427E0,9.456999600E-2,-3.237396479E-1,-3.245153427E-1,4.680395832E-1
8.148202031E0,8.999295533E-2,-2.579661012E-1,-3.529100418E-1,4.463078971E-1
8.152755416E0,1.121524423E-1,-1.947650164E-1,-3.669357300E-1,4.302945641E-1
8.157309531E0,1.082172692E-1,-1.508628130E-1,-4.048423767E-1,4.453851319E-1
8.161862916E0,1.114553660E-1,-9.756208956E-2,-4.403085709E-1,4.645560219E-1
8.166415469E0,1.097429097E-1,-4.916026443E-2,-4.470443726E-1,4.629351022E-1
8.170968854E0,1.005887091E-1,-1.060071588E-2,-4.848299026E-1,4.952681073E-1
8.175522969E0,7.472169399E-2,1.329161227E-2,-5.106153488E-1,5.162247892E-1
8.180076354E0,6.095124781E-2,7.244350016E-2,-5.220251083E-1,5.305406008E-1
8.184628906E0,7.365749776E-2,8.544772118E-2,-5.334138870E-1,5.452129079E-1
8.189182344E0,7.924211025E-2,1.312268376E-1,-5.567302704E-1,5.774499017E-1
8.193736406E0,3.469733894E-2,1.620013565E-1,-6.039075851E-1,6.262209803E-1
8.198289791E0,-4.950702190E-3,1.611784697E-1,-6.820878983E-1,7.008900837E-1
8.202842344E0,-3.731826693E-2,1.697596312E-1,-7.768936157E-1,7.960996643E-1
8.207395781E0,-4.346098006E-2,1.232084259E-1,-8.500661850E-1,8.600474940E-1
8.211949896E0,-4.280872643E-2,1.484774798E-1,-8.944578171E-1,9.077075166E-1
8.216503229E0,-5.237834901E-2,1.236511767E-1,-9.531230927E-1,9.625366147E-1
8.221055781E0,-4.848086089E-2,9.669816494E-2,-9.854135513E-1,9.913328382E-1
8.225609219E0,-5.247244984E-2,1.107996255E-1,-1.012875557E0,1.020268008E0
8.230163333E0,-1.888234168E-2,1.227758527E-1,-1.009229660E0,1.016845593E0
8.234716666E0,4.613056779E-3,1.230675280E-1,-1.015141487E0,1.022584537E0
8.239269271E0,3.731215000E-2,1.615966260E-1,-9.804153442E-1,9.943439613E-1
8.243822656E0,6.953489780E-2,1.759002209E-1,-9.624509811E-1,9.808607856E-1
8.248376771E0,1.013388783E-1,2.016881257E-1,-9.086513519E-1,9.362664939E-1
8.252930156E0,1.184423715E-1,1.742542684E-1,-8.525161743E-1,8.781668252E-1
8.257482708E0,1.209764555E-1,1.843677312E-1,-8.203363419E-1,8.494577546E-1
8.262036146E0,1.208544523E-1,1.817384958E-1,-8.168611526E-1,8.455157138E-1
8.266590208E0,9.184895456E-2,2.094545364E-1,-8.085966110E-1,8.403189351E-1
8.271143594E0,8.901837468E-2,2.291325629E-1,-8.098831177E-1,8.463667448E-1
8.275696146E0,1.054405570E-1,2.625127733E-1,-8.254957199E-1,8.726246907E-1
8.280249583E0,1.005768627E-1,2.905126810E-1,-8.840961456E-1,9.360231396E-1
8.284803698E0,1.318669617E-1,2.726791501E-1,-8.995962143E-1,9.492187120E-1
8.289357031E0,1.322967112E-1,2.667050958E-1,-9.341907501E-1,9.804827309E-1
8.293909583E0,1.498134583E-1,2.441748232E-1,-9.591827393E-1,1.001047923E0
8.298463021E0,1.675595939E-1,2.530122399E-1,-9.889249802E-1,1.034438992E0
8.303017135E0,1.736410260E-1,2.646675706E-1,-9.947395325E-1,1.043890256E0
8.307570469E0,1.801325083E-1,2.768606544E-1,-9.647092819E-1,1.019687963E0
8.312123073E0,1.534091383E-1,3.420017362E-1,-9.395027161E-1,1.011516142E0
8.316676458E0,1.386479735E-1,3.738756180E-1,-8.784809113E-1,9.647460545E-1
8.321230573E0,1.355575025E-1,3.631309271E-1,-8.055887222E-1,8.939871901E-1
8.325783958E0,1.562375426E-1,3.264954090E-1,-7.829780579E-1,8.625914797E-1
8.330336510E0,1.889885366E-1,2.876773179E-1,-7.914648056E-1,8.630709384E-1
8.334889896E0,2.244046330E-1,2.418428212E-1,-7.234697342E-1,7.951439152E-1
8.339444010E0,2.577601373E-1,2.081200480E-1,-6.436147690E-1,7.238744460E-1
8.343997396E0,2.243093848E-1,1.886657029E-1,-5.877532959E-1,6.567826006E-1
8.348549948E0,1.980532408E-1,1.762945652E-1,-5.319557190E-1,5.943750894E-1
8.353103385E0,1.406339407E-1,1.519892812E-1,-4.762229919E-1,5.192946995E-1
8.357657448E0,1.190602109E-1,1.491681039E-1,-4.420623779E-1,4.815034818E-1
8.362210833E0,7.826458663E-2,1.200096607E-1,-4.079399109E-1,4.323686333E-1
8.366763385E0,5.878674984E-2,1.004501581E-1,-3.714647293E-1,3.892713210E-1
8.371316823E0,4.334030300E-2,6.130409241E-2,-3.089208603E-1,3.179129937E-1
8.375870937E0,4.643981159E-2,3.418266773E-2,-2.682409286E-1,2.743689244E-1
8.380424271E0,4.883971810E-2,7.284671068E-3,-2.255182266E-1,2.308611163E-1
8.384976875E0,3.631042689E-2,-1.934030652E-2,-1.878881454E-1,1.923394129E-1
8.389530260E0,6.818828732E-2,-5.508071184E-2,-1.695518494E-1,1.908700002E-1
8.394084375E0,1.109382287E-1,-8.320036530E-2,-1.418724060E-1,1.983869223E-1
8.398637708E0,1.430566609E-1,-9.659215808E-2,-1.025562286E-1,2.007810580E-1
8.403190312E0,2.120908350E-1,-1.451602727E-1,-8.017730713E-2,2.692256073E-1
8.407743698E0,2.702203095E-1,-1.786806583E-1,-8.154869080E-3,3.240560063E-1
8.412297812E0,3.055572510E-1,-2.234417349E-1,2.530384064E-2,3.793833508E-1
8.416851198E0,3.419126272E-1,-2.791925371E-1,9.170722961E-2,4.508469068E-1
8.421403750E0,3.815417290E-1,-3.455776572E-1,1.433172226E-1,5.343574033E-1
8.425957187E0,4.218704700E-1,-3.988997936E-1,1.470460892E-1,5.989309569E-1
8.430511302E0,4.794992507E-1,-4.867364764E-1,2.005872726E-1,7.120864995E-1
8.435064635E0,4.997010529E-1,-5.447976589E-1,2.892951965E-1,7.938496975E-1
8.439617187E0,4.993917346E-1,-6.115280390E-1,3.986539841E-1,8.844680017E-1
8.444170625E0,4.479908943E-1,-6.514905691E-1,5.000286102E-1,9.355022256E-1
8.448724739E0,4.028094411E-1,-6.249032021E-1,6.338415146E-1,9.769925913E-1
8.453278073E0,3.257739246E-1,-6.015779972E-1,7.879781723E-1,1.043520166E0
8.457830677E0,1.669327915E-1,-4.560599327E-1,9.860248566E-1,1.099137042E0
8.462384062E0,3.595426679E-2,-3.129830062E-1,1.218142509E0,1.258221858E0
8.466938177E0,-1.727870107E-2,-2.864579260E-1,1.391515732E0,1.420800031E0
8.471491562E0,-1.199933887E-2,-3.256949186E-1,1.506629944E0,1.541478171E0
8.476044114E0,9.192171693E-2,-4.850085378E-1,1.604316711E0,1.678545500E0
8.480597500E0,2.252210081E-1,-6.827888489E-1,1.706079483E0,1.851386593E0
8.485151614E0,3.687741756E-1,-8.544365168E-1,1.759675026E0,1.990606026E0
8.489705000E0,4.563266635E-1,-1.016441226E0,1.737018585E0,2.063642497E0
8.494257552E0,4.563055933E-1,-1.126305342E0,1.614568710E0,2.020794556E0
8.498810989E0,4.781555533E-1,-1.231018543E0,1.501887321E0,1.999926227E0
8.503365052E0,4.599205852E-1,-1.301489234E0,1.446728706E0,1.999606241E0
8.507918437E0,4.664433599E-1,-1.354177117E0,1.417923927E0,2.015408975E0
8.512471041E0,4.548846483E-1,-1.376852870E0,1.434526443E0,2.039732822E0
8.517024427E0,4.282466769E-1,-1.395429611E0,1.388875008E0,2.014843121E0
8.521578541E0,3.611918092E-1,-1.407544613E0,1.273807526E0,1.932414803E0
8.526131875E0,3.692030311E-1,-1.401172876E0,1.196887970E0,1.879398074E0
8.530684479E0,4.024931788E-1,-1.393267274E0,1.160412788E0,1.857350881E0
8.535237864E0,4.064491987E-1,-1.352972031E0,1.126067162E0,1.806588365E0
8.539791979E0,4.243481755E-1,-1.333221793E0,1.029308319E0,1.736959222E0
8.544345364E0,4.564468861E-1,-1.303176522E0,9.012680054E-1,1.648907767E0
8.548897916E0,4.074698687E-1,-1.234382153E0,7.443666458E-1,1.497936145E0
8.553451354E0,3.325917721E-1,-1.139143586E0,5.490922928E-1,1.307580874E0
8.558005416E0,2.580812573E-1,-9.890850782E-1,3.465929031E-1,1.079361787E0
8.562558802E0,1.311340928E-1,-8.178356290E-1,1.249704361E-1,8.376567771E-1
8.567111354E0,2.729052305E-2,-6.302663088E-1,-1.084928513E-1,6.401180293E-1
8.571664791E0,-6.164160371E-2,-4.428535104E-1,-3.704328537E-1,5.806370795E-1
8.576218906E0,-1.461815536E-1,-2.838498950E-1,-6.177444458E-1,6.953761643E-1
8.580772239E0,-1.151244640E-1,-1.959356815E-1,-8.408250809E-1,8.709944030E-1
8.585324844E0,-9.148702025E-2,-1.118596196E-1,-1.001424789E0,1.011797439E0
8.589878229E0,-7.357779145E-2,-1.462933421E-2,-1.152174950E0,1.154614578E0
8.594432344E0,-8.828839660E-2,1.005035937E-1,-1.271565437E0,1.278582995E0
8.598985677E0,-8.367502689E-2,2.357767224E-1,-1.354835510E0,1.377741425E0
8.603538281E0,-9.860378504E-2,3.909800947E-1,-1.370950699E0,1.429018530E0
8.608091666E0,-9.763647616E-2,5.250604749E-1,-1.346273422E0,1.448334737E0
8.612645781E0,-1.026338935E-1,6.354215741E-1,-1.307145119E0,1.457025276E0
8.617199166E0,-7.318556309E-2,7.288030386E-1,-1.260745049E0,1.458076841E0
8.621751719E0,-2.622127533E-2,7.548586130E-1,-1.183192253E0,1.403724684E0
8.626305156E0,-2.549469471E-3,7.636280060E-1,-1.131878853E0,1.365387846E0
8.630859219E0,3.137156367E-2,7.574031949E-1,-1.068541527E0,1.310123952E0
8.635412604E0,8.776018023E-2,7.170172930E-1,-1.033828735E0,1.261196853E0
8.639965156E0,1.478606164E-1,6.901369095E-1,-9.679613113E-1,1.197956934E0
8.644518594E0,2.168403864E-1,6.168791056E-1,-8.757638931E-1,1.092941893E0
8.649072708E0,3.020268977E-1,5.213581324E-1,-7.381505966E-1,9.528383139E-1
8.653626041E0,3.985110223E-1,3.585232198E-1,-6.220903397E-1,8.211859258E-1
8.658178646E0,4.707074165E-1,1.909805238E-1,-5.203905106E-1,7.272175162E-1
8.662732031E0,6.148975492E-1,3.813302517E-2,-4.617300034E-1,7.699011102E-1
8.667286146E0,7.120561004E-1,-1.238858700E-1,-3.600339890E-1,8.074627373E-1
8.671839531E0,8.296038508E-1,-2.400409281E-1,-2.416496277E-1,8.968036235E-1
8.676392083E0,9.128219485E-1,-3.486220539E-1,-1.448440552E-1,9.878061786E-1
8.680945521E0,9.525734782E-1,-4.566953778E-1,-2.658367157E-2,1.056727775E0
8.685499583E0,9.782005548E-1,-5.284628868E-1,4.854774475E-2,1.112881949E0
8.690052969E0,9.690513015E-1,-6.143146157E-1,8.773803711E-2,1.150713185E0
8.694605521E0,9.544609785E-1,-6.091313362E-1,1.435661316E-1,1.141336050E0
8.699158958E0,9.160344601E-1,-6.041081548E-1,2.159690857E-1,1.118350768E0
8.703713073E0,8.756988645E-1,-5.731621981E-1,2.451477051E-1,1.074923627E0
8.708266406E0,7.980019450E-1,-5.141409636E-1,2.478523254E-1,9.811110079E-1
8.712819010E0,7.071078420E-1,-4.701837897E-1,2.145338058E-1,8.758419093E-1
8.717372396E0,6.057558656E-1,-3.815107942E-1,1.356468201E-1,7.286224774E-1
8.721926510E0,5.655422807E-1,-3.175739646E-1,5.426692963E-2,6.508734085E-1
8.726479896E0,5.169206262E-1,-2.568252981E-1,-5.827331543E-2,5.801395925E-1
8.731032448E0,4.976942539E-1,-1.990332454E-1,-2.066907883E-1,5.744866275E-1
8.735585885E0,4.502512217E-1,-1.653095484E-1,-3.789844513E-1,6.112958561E-1
8.740139948E0,4.339300394E-1,-1.218929142E-1,-5.989952087E-1,7.496321910E-1
8.744693333E0,4.172878265E-1,-5.890466273E-2,-7.758293152E-1,8.828986441E-1
8.749245885E0,3.951028585E-1,9.333744645E-3,-9.310216904E-1,1.011432042E0
