"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.884866370E1,2.668891549E-1,1.961469203E-1,-3.160591125E-1,4.578174287E-1
1.885321708E1,2.445980310E-1,2.290165424E-1,-3.661298752E-1,4.963142744E-1
1.885776969E1,2.393525839E-1,2.141490281E-1,-3.873128891E-1,5.031508121E-1
1.886232312E1,2.342953086E-1,2.182773352E-1,-3.774719238E-1,4.949993333E-1
1.886687729E1,2.030001879E-1,2.267930657E-1,-3.368549347E-1,4.539993590E-1
1.887143068E1,1.669869423E-1,2.206795216E-1,-3.369007111E-1,4.359887375E-1
1.887598328E1,1.358457804E-1,2.285967320E-1,-3.369340897E-1,4.292261906E-1
1.888053672E1,1.213465631E-1,2.241571248E-1,-3.606882095E-1,4.416643403E-1
1.888509088E1,1.565685570E-1,2.168961316E-1,-3.154230118E-1,4.135810940E-1
1.888964427E1,1.839812398E-1,2.232790887E-1,-2.895088196E-1,4.092896342E-1
1.889419688E1,1.632005572E-1,2.384384423E-1,-2.756614685E-1,3.993451613E-1
1.889875031E1,1.301747262E-1,2.504937947E-1,-3.022527695E-1,4.135811132E-1
1.890330448E1,1.134265065E-1,2.785057724E-1,-3.238582611E-1,4.419448053E-1
1.890785786E1,9.367498755E-2,2.821643949E-1,-3.594894409E-1,4.665023121E-1
1.891241047E1,9.700110555E-2,2.688543499E-1,-3.876724243E-1,4.816448738E-1
1.891696391E1,6.621256471E-2,2.625514865E-1,-4.203319550E-1,4.999963391E-1
1.892151802E1,7.769283652E-2,2.585117817E-1,-4.550600052E-1,5.290974640E-1
1.892607146E1,2.921700478E-2,2.449047267E-1,-4.704942703E-1,5.312220035E-1
1.893062406E1,-1.701858640E-2,2.456490844E-1,-4.739093781E-1,5.340629210E-1
1.893517750E1,-4.663309455E-2,2.418008000E-1,-4.677820206E-1,5.286419309E-1
1.893973161E1,-7.632055879E-2,2.501183152E-1,-4.521903992E-1,5.223601788E-1
1.894428505E1,-8.699369431E-2,2.708192468E-1,-4.628067017E-1,5.432320042E-1
1.894883766E1,-5.961552262E-2,2.637277842E-1,-4.922943115E-1,5.616582981E-1
1.895339109E1,-6.051662564E-2,2.553897202E-1,-4.883069992E-1,5.543734271E-1
1.895794521E1,-5.619123578E-2,2.457630336E-1,-4.582443237E-1,5.230150896E-1
1.896249859E1,-6.561475992E-2,2.444625348E-1,-4.284238815E-1,4.976085308E-1
1.896705120E1,-4.839289188E-2,2.584290504E-1,-3.917245865E-1,4.717791833E-1
1.897160469E1,-4.983398318E-2,2.731931508E-1,-3.482046127E-1,4.453811579E-1
1.897615880E1,-7.933038473E-2,2.646450400E-1,-3.216543198E-1,4.240186418E-1
1.898071219E1,-1.106551886E-1,2.566053867E-1,-2.692184448E-1,3.880328160E-1
1.898526479E1,-1.463835835E-1,2.415754795E-1,-2.053508759E-1,3.492217749E-1
1.898981828E1,-2.080971450E-1,2.431914061E-1,-1.609859467E-1,3.582777648E-1
1.899437240E1,-2.483869046E-1,2.446554452E-1,-1.003618240E-1,3.628013740E-1
1.899892578E1,-2.722820640E-1,2.244538218E-1,-9.242916107E-2,3.647741634E-1
1.900347838E1,-2.727971077E-1,1.947950423E-1,-1.153869629E-1,3.545102561E-1
1.900803182E1,-2.856638432E-1,1.937256008E-1,-1.120357513E-1,3.628848981E-1
1.901258599E1,-2.893676758E-1,1.924256086E-1,-9.446239471E-2,3.601172179E-1
1.901713938E1,-3.171501160E-1,2.003870755E-1,-5.329704285E-2,3.789191878E-1
1.902169198E1,-3.071171045E-1,2.033452243E-1,-1.483821869E-2,3.686331087E-1
1.902624542E1,-3.138914704E-1,2.202162892E-1,3.278923035E-2,3.848352931E-1
1.903079958E1,-3.015269637E-1,2.439769804E-1,2.781391144E-2,3.888661601E-1
1.903535297E1,-2.722338736E-1,2.316962183E-1,5.608272552E-2,3.618558989E-1
1.903990557E1,-1.953668892E-1,2.358705550E-1,6.986141205E-2,3.141397094E-1
1.904445901E1,-1.139850765E-1,2.208712995E-1,1.048669815E-1,2.697662181E-1
1.904901318E1,-6.636524200E-2,1.797877103E-1,1.348314285E-1,2.343234522E-1
1.905356656E1,-3.799414635E-2,1.459993571E-1,1.479291916E-1,2.112875130E-1
1.905811917E1,-2.628876269E-2,1.051519811E-1,1.632814407E-1,1.959818029E-1
1.906267260E1,-7.162362337E-3,1.142053902E-1,1.903514862E-1,2.220987593E-1
1.906722672E1,-1.389397681E-2,1.085716784E-1,2.124347687E-1,2.389756952E-1
1.907178016E1,-4.868935049E-2,1.283958703E-1,2.746429443E-1,3.070584623E-1
1.907633276E1,-7.118126750E-2,1.020716429E-1,3.363037109E-1,3.585883142E-1
1.908088620E1,-1.266048998E-1,1.340695918E-1,3.997869492E-1,4.402647622E-1
1.908544031E1,-1.694850922E-1,1.526129097E-1,4.508352280E-1,5.052408331E-1
1.908999375E1,-2.637724876E-1,2.100748122E-1,4.326009750E-1,5.484988200E-1
1.909454630E1,-3.234454095E-1,2.804124355E-1,3.788928986E-1,5.716711428E-1
1.909909979E1,-4.246607423E-1,3.639531732E-1,3.161220551E-1,6.424420690E-1
1.910365391E1,-4.415214658E-1,4.612393379E-1,2.799863815E-1,6.971910107E-1
1.910820729E1,-4.392314553E-1,5.038837194E-1,2.916412354E-1,7.292994476E-1
1.911275990E1,-3.638620377E-1,5.021010637E-1,3.198566437E-1,6.977172301E-1
1.911731339E1,-2.847877145E-1,4.230880141E-1,3.668661118E-1,6.282501524E-1
1.912186750E1,-1.163055897E-1,3.530679941E-1,4.799652100E-1,6.070836857E-1
1.912642088E1,3.404548764E-2,2.656949759E-1,5.874109268E-1,6.456039904E-1
1.913097349E1,1.759507358E-1,1.896897554E-1,7.106046677E-1,7.562406088E-1
1.913552693E1,2.880632877E-1,1.057548970E-1,8.470392227E-1,9.009106508E-1
1.914008109E1,3.826446533E-1,7.575486600E-2,9.586410522E-1,1.034962993E0
1.914463448E1,4.601528049E-1,2.076965570E-2,1.052723885E0,1.149086402E0
1.914918708E1,5.161387324E-1,-3.547927737E-2,1.136548042E0,1.248759153E0
1.915374052E1,5.319583416E-1,-1.002030373E-1,1.214940071E0,1.330075074E0
1.915829469E1,5.770794153E-1,-1.970534921E-1,1.266591072E0,1.405739547E0
1.916284807E1,5.967816710E-1,-2.500972152E-1,1.296462059E0,1.448968892E0
1.916740068E1,6.223970056E-1,-3.096284568E-1,1.311851501E0,1.484655575E0
1.917195411E1,6.206646562E-1,-3.921350837E-1,1.303394318E0,1.495938263E0
1.917650823E1,5.821057558E-1,-4.880858660E-1,1.261798859E0,1.472824254E0
1.918106167E1,5.472550988E-1,-5.333464742E-1,1.199210167E0,1.421988618E0
1.918561427E1,5.135489702E-1,-5.925066471E-1,1.130044937E0,1.375426564E0
1.919016771E1,4.714986682E-1,-6.534653306E-1,1.040126801E0,1.315747580E0
1.919472182E1,4.518023431E-1,-7.210012674E-1,9.509878159E-1,1.276066617E0
1.919927521E1,4.350682497E-1,-7.735376358E-1,8.222942352E-1,1.209881261E0
1.920382781E1,4.069741070E-1,-8.135704398E-1,7.137031555E-1,1.156242612E0
1.920838130E1,3.674526513E-1,-8.127789497E-1,6.297912598E-1,1.091910300E0
1.921293542E1,3.401564956E-1,-8.025134802E-1,5.679740906E-1,1.040350371E0
1.921748880E1,2.963415980E-1,-7.806468010E-1,4.616212845E-1,9.541079503E-1
1.922204141E1,2.171009779E-1,-7.094732523E-1,4.202480316E-1,8.526978002E-1
1.922659484E1,1.572629511E-1,-6.442489028E-1,3.293972015E-1,7.404666103E-1
1.923114901E1,1.474059969E-1,-5.898342133E-1,2.915067673E-1,6.742470782E-1
1.923570240E1,1.488713920E-1,-5.819004774E-1,2.183189392E-1,6.390884260E-1
1.924025500E1,1.186901852E-1,-5.892165303E-1,1.314821243E-1,6.152650069E-1
1.924480844E1,9.725446999E-2,-6.044835448E-1,4.533767700E-2,6.139334596E-1
1.924936255E1,1.198670417E-1,-6.489973068E-1,-1.402759552E-2,6.601230078E-1
1.925391599E1,1.504561305E-1,-7.131412029E-1,-5.634117126E-2,7.310141928E-1
1.925846859E1,2.008192241E-1,-7.517296076E-1,-6.040382385E-2,7.804321787E-1
1.926302203E1,2.755984068E-1,-8.078610897E-1,-6.213665009E-2,8.558358402E-1
1.926757615E1,3.128929138E-1,-8.337762952E-1,-5.681324005E-2,8.923635079E-1
1.927212953E1,2.823987007E-1,-8.368023634E-1,-5.397987366E-2,8.848169575E-1
1.927668214E1,2.939530611E-1,-8.338544369E-1,-8.447074890E-2,8.881761827E-1
1.928123562E1,2.903883755E-1,-8.107566237E-1,-9.343051910E-2,8.662453310E-1
1.928578974E1,2.553418279E-1,-7.962664962E-1,-9.290885925E-2,8.413511979E-1
1.929034312E1,2.508971989E-1,-7.665320039E-1,-8.297824860E-2,8.108058381E-1
1.929489573E1,2.452893257E-1,-7.724160552E-1,-1.143684387E-1,8.184580352E-1
1.929944917E1,2.486203462E-1,-7.915598154E-1,-9.560775757E-2,8.351765449E-1
1.930400333E1,2.680662274E-1,-8.116750717E-1,-1.318902969E-1,8.649109635E-1
1.930855672E1,3.325119615E-1,-8.160884380E-1,-1.825160980E-1,8.999314803E-1
1.931310932E1,3.538765311E-1,-7.878197432E-1,-2.426624298E-1,8.970917466E-1
1.931766276E1,3.657351732E-1,-7.435907722E-1,-2.812433243E-1,8.750927156E-1
1.932221693E1,4.161180258E-1,-6.997628212E-1,-3.317146301E-1,8.791227520E-1
1.932677031E1,4.738990664E-1,-6.538257599E-1,-3.988342285E-1,9.006315514E-1
1.933132292E1,5.461207628E-1,-5.911633968E-1,-4.443321228E-1,9.193220789E-1
1.933587635E1,6.685432196E-1,-5.378075838E-1,-4.992971420E-1,9.927158051E-1
1.934043047E1,7.551059723E-1,-4.860165417E-1,-5.517406464E-1,1.053952015E0
1.934498385E1,8.702471852E-1,-4.688471854E-1,-6.040477753E-1,1.158456543E0
1.934953646E1,9.683923125E-1,-4.715791047E-1,-6.681594849E-1,1.267520264E0
1.935408995E1,1.054327726E0,-4.699586332E-1,-7.297172546E-1,1.365633678E0
1.935864406E1,1.130436659E0,-4.614288807E-1,-7.337551117E-1,1.424499988E0
1.936319745E1,1.230057597E0,-4.674462974E-1,-6.970777512E-1,1.489115551E0
1.936775005E1,1.322014093E0,-4.953782856E-1,-6.078033447E-1,1.537057518E0
1.937230349E1,1.382120609E0,-5.119584799E-1,-4.994697571E-1,1.556222639E0
1.937685766E1,1.436799169E0,-5.556593537E-1,-3.625478745E-1,1.582589691E0
1.938141104E1,1.442918777E0,-6.053301096E-1,-2.424983978E-1,1.583428121E0
1.938596365E1,1.472230196E0,-6.684157848E-1,-1.154127121E-1,1.620975480E0
1.939051708E1,1.436444640E0,-7.358992100E-1,1.390457153E-2,1.614036613E0
1.939507120E1,1.447861433E0,-7.699341178E-1,1.143646240E-1,1.643831056E0
1.939962464E1,1.415729642E0,-8.758375645E-1,1.931695938E-1,1.675916570E0
1.940417724E1,1.345230937E0,-9.342061281E-1,2.766389847E-1,1.660998643E0
1.940873068E1,1.279670954E0,-9.859014750E-1,2.906789780E-1,1.641357285E0
1.941328479E1,1.185884237E0,-1.019046307E0,2.831754684E-1,1.589013891E0
1.941783818E1,1.114337921E0,-1.043504953E0,2.469806671E-1,1.546496376E0
1.942239078E1,1.041123509E0,-1.047340035E0,2.251453400E-1,1.493837252E0
1.942694422E1,1.006663322E0,-1.033076286E0,1.865758896E-1,1.454451175E0
1.943149838E1,9.512269497E-1,-1.017132163E0,1.456460953E-1,1.400215459E0
1.943605177E1,8.842982054E-1,-9.826681018E-1,3.544616699E-2,1.322450886E0
1.944060438E1,8.253488541E-1,-9.509932995E-1,-7.461452484E-2,1.261410446E0
1.944515781E1,7.697620988E-1,-9.219360352E-1,-2.108116150E-1,1.219402017E0
1.944971193E1,7.294348478E-1,-8.715375066E-1,-2.966384888E-1,1.174583848E0
1.945426536E1,6.754556894E-1,-8.118823171E-1,-3.202152252E-1,1.103599146E0
1.945881797E1,6.314640045E-1,-7.165809870E-1,-3.628759384E-1,1.021721120E0
1.946337141E1,6.187900305E-1,-6.525375247E-1,-4.222078323E-1,9.934615124E-1
1.946792552E1,6.062117219E-1,-5.672447681E-1,-4.910268784E-1,9.645551690E-1
1.947247891E1,6.200623512E-1,-5.036297441E-1,-5.908222198E-1,9.935749262E-1
1.947703151E1,6.627952456E-1,-4.064151347E-1,-6.474590302E-1,1.011767757E0
1.948158495E1,6.863967776E-1,-3.471642435E-1,-6.585979462E-1,1.012627672E0
1.948613911E1,7.146698236E-1,-2.683594525E-1,-6.983795166E-1,1.034651488E0
1.949069250E1,7.522647381E-1,-1.937527955E-1,-7.356977463E-1,1.069903526E0
1.949524510E1,8.040459752E-1,-1.208881736E-1,-7.514333725E-1,1.107138652E0
1.949979854E1,8.533118963E-1,-6.887754798E-2,-7.456111908E-1,1.135262682E0
1.950435266E1,8.975555897E-1,-6.678432226E-3,-7.302150726E-1,1.157093207E0
1.950890609E1,8.912531734E-1,3.446793556E-2,-7.124338150E-1,1.141526258E0
1.951345870E1,8.845417500E-1,8.076369762E-2,-6.922779083E-1,1.126137463E0
1.951801214E1,8.368479013E-1,1.295920014E-1,-6.984367371E-1,1.097689561E0
1.952256625E1,7.743513584E-1,1.591036171E-1,-6.568117142E-1,1.027781891E0
1.952711964E1,7.185308933E-1,1.835991442E-1,-6.224317551E-1,9.682027578E-1
1.953167224E1,6.523882151E-1,1.981820166E-1,-6.311464310E-1,9.291029610E-1
1.953622568E1,6.043473482E-1,1.837918162E-1,-6.159934998E-1,8.823055824E-1
1.954077984E1,5.862318277E-1,1.740767807E-1,-6.200189590E-1,8.708581922E-1
1.954533323E1,5.908933878E-1,1.545186341E-1,-6.408109665E-1,8.852512066E-1
1.954988583E1,5.801784396E-1,1.539121270E-1,-6.281566620E-1,8.688364384E-1
1.955443927E1,5.803920031E-1,1.245432794E-1,-6.298856735E-1,8.655182652E-1
1.955899338E1,5.485038161E-1,1.261332333E-1,-5.910177231E-1,8.161298781E-1
1.956354682E1,5.538570881E-1,1.204040051E-1,-5.259418488E-1,7.732202964E-1
1.956809938E1,5.319938660E-1,1.312012672E-1,-4.800920486E-1,7.285050591E-1
1.957265286E1,4.857776761E-1,1.345471442E-1,-3.865203857E-1,6.352014588E-1
1.957720698E1,4.920465052E-1,1.207250655E-1,-3.456554413E-1,6.133204618E-1
1.958176036E1,4.997039735E-1,1.034129560E-1,-2.742090225E-1,5.793003441E-1
1.958631297E1,5.147720575E-1,7.156068087E-2,-2.247152328E-1,5.662226931E-1
1.959086641E1,5.397177339E-1,3.964081407E-2,-1.827449799E-1,5.711937973E-1
1.959542057E1,5.508396626E-1,1.240172982E-2,-1.624708176E-1,5.744344204E-1
1.959997396E1,5.388709307E-1,6.474554539E-3,-1.708297729E-1,5.653376081E-1
1.960452656E1,5.159802437E-1,-1.611644030E-2,-2.099504471E-1,5.572921512E-1
1.960908000E1,4.346869588E-1,-2.859532833E-3,-2.534713745E-1,5.031984368E-1
1.961363411E1,4.093818665E-1,-1.795235276E-2,-2.823677063E-1,4.976417598E-1
1.961818750E1,3.847453892E-1,-3.742322326E-2,-3.204956055E-1,5.021423556E-1
1.962274010E1,3.750672340E-1,-7.320836186E-2,-3.250713348E-1,5.017033656E-1
1.962729354E1,3.681913614E-1,-7.776677608E-2,-3.295993805E-1,5.002482401E-1
1.963184771E1,3.377756476E-1,-7.762333751E-2,-3.056135178E-1,4.620794227E-1
1.963640109E1,3.076928854E-1,-1.083536148E-1,-3.008089066E-1,4.437357500E-1
1.964095370E1,2.469278872E-1,-1.081128120E-1,-3.102884293E-1,4.110239299E-1
1.964550714E1,1.865876168E-1,-1.055792868E-1,-3.315553665E-1,3.948301985E-1
1.965006125E1,1.647475213E-1,-1.220174134E-1,-3.170490265E-1,3.775580487E-1
1.965461469E1,1.574666351E-1,-1.194641292E-1,-2.931728363E-1,3.535784655E-1
1.965916724E1,1.433770955E-1,-1.264415085E-1,-2.694931030E-1,3.304103194E-1
1.966372073E1,1.295984834E-1,-1.285231113E-1,-2.839698792E-1,3.375690290E-1
1.966827484E1,1.327395290E-1,-1.376674175E-1,-2.413721085E-1,3.079490139E-1
1.967282823E1,1.313009560E-1,-1.681048572E-1,-2.489566803E-1,3.278393093E-1
1.967738083E1,1.420893222E-1,-1.673429012E-1,-2.540979385E-1,3.357957481E-1
1.968193427E1,1.505469382E-1,-1.760896146E-1,-2.330932617E-1,3.286402313E-1
1.968648844E1,1.422881037E-1,-1.939920485E-1,-2.003898621E-1,3.131052797E-1
1.969104182E1,1.554144919E-1,-2.020436525E-1,-1.869363785E-1,3.161020585E-1
1.969559443E1,1.827351898E-1,-2.003265619E-1,-1.973152161E-1,3.353448605E-1
1.970014786E1,1.981366277E-1,-1.842859685E-1,-1.886196136E-1,3.298435994E-1
1.970470198E1,2.183815241E-1,-1.708136797E-1,-1.657581329E-1,3.230225408E-1
1.970925536E1,2.006621957E-1,-1.433310211E-1,-1.241054535E-1,2.760638730E-1
1.971380797E1,1.806722283E-1,-1.376558244E-1,-1.207742691E-1,2.572508584E-1
1.971836141E1,1.914874911E-1,-1.299321353E-1,-1.079902649E-1,2.553658481E-1
1.972291557E1,1.830222309E-1,-1.344156861E-1,-9.057807922E-2,2.444772016E-1
1.972746896E1,1.744774282E-1,-1.249574423E-1,-1.017961502E-1,2.375272438E-1
1.973202156E1,1.588983536E-1,-1.300931275E-1,-9.869098663E-2,2.278438488E-1
1.973657500E1,1.483194828E-1,-1.021898985E-1,-6.239509583E-2,1.906163485E-1
1.974112911E1,1.237200275E-1,-1.247368753E-1,-4.776859283E-2,1.820652952E-1
1.974568250E1,1.113719121E-1,-1.047134101E-1,-4.275989532E-2,1.587356598E-1
1.975023510E1,8.971519768E-2,-9.473240376E-2,-6.390285492E-2,1.452811753E-1
1.975478854E1,6.352065504E-2,-8.273768425E-2,-4.216384888E-2,1.125086137E-1
1.975934271E1,5.639572442E-2,-6.615599990E-2,-1.012840271E-1,1.334748973E-1
1.976389609E1,4.440308362E-2,-6.406304240E-2,-1.053390503E-1,1.310420648E-1
1.976844870E1,4.645355046E-2,-3.141522408E-2,-1.117401123E-1,1.250228033E-1
1.977300214E1,6.248772144E-2,-2.056556940E-2,-1.252088547E-1,1.414387333E-1
1.977755625E1,6.865937263E-2,1.132437587E-2,-8.399581909E-2,1.090763428E-1
1.978210969E1,5.323985964E-2,2.363322675E-2,-6.923389435E-2,9.047841835E-2
1.978666224E1,1.668225229E-2,5.697260797E-2,-6.171131134E-2,8.562979357E-2
1.979121573E1,1.854041964E-2,6.856317818E-2,-8.509540558E-2,1.108417097E-1
1.979576984E1,-5.516454577E-3,1.014070511E-1,-1.153974533E-1,1.537218056E-1
1.980032323E1,1.731716096E-3,1.410394013E-1,-1.098470688E-1,1.787777673E-1
1.980487583E1,-2.068281174E-4,1.353648901E-1,-1.019582748E-1,1.694673599E-1
1.980942927E1,-1.656539738E-3,1.441367269E-1,-1.059865952E-1,1.789170157E-1
1.981398338E1,-1.912266761E-2,1.483075619E-1,-1.004724503E-1,1.801541634E-1
1.981853677E1,-4.529995471E-2,1.505102068E-1,-1.187133789E-1,1.969727763E-1
1.982308938E1,-7.768937945E-2,1.792919338E-1,-1.296625137E-1,2.345071527E-1
1.982764281E1,-7.109894603E-2,2.130210996E-1,-1.642284393E-1,2.782157962E-1
1.983219698E1,-7.099481672E-2,2.467505187E-1,-1.937427521E-1,3.216556178E-1
1.983675036E1,-9.873418510E-2,2.687265873E-1,-1.850233078E-1,3.408754061E-1
1.984130297E1,-7.594455779E-2,2.883232832E-1,-2.000923157E-1,3.590749591E-1
1.984585641E1,-9.575147927E-2,3.315517902E-1,-2.007865906E-1,3.992620572E-1
1.985041057E1,-9.141431749E-2,3.649419844E-1,-2.251939774E-1,4.384650007E-1
1.985496391E1,-7.748347521E-2,3.934321105E-1,-2.541313171E-1,4.747370229E-1
1.985951651E1,-8.726024628E-2,4.430019557E-1,-2.567167282E-1,5.193924931E-1
1.986407000E1,-6.850385666E-2,4.897995591E-1,-3.162240982E-1,5.870213512E-1
1.986862411E1,-3.110852838E-2,5.101208687E-1,-3.325176239E-1,6.097204371E-1
1.987317750E1,-1.346997917E-2,5.445262790E-1,-3.581686020E-1,6.519011093E-1
1.987773010E1,-6.094396114E-3,5.619409680E-1,-3.408985138E-1,6.572872963E-1
1.988228354E1,-2.550473809E-2,6.217727661E-1,-3.475084305E-1,7.127509899E-1
1.988683766E1,-1.463556290E-2,6.453083158E-1,-3.540735245E-1,7.362099448E-1
1.989139109E1,-3.159046173E-6,6.707619429E-1,-3.487310410E-1,7.559992877E-1
1.989594370E1,1.830852032E-2,6.910523176E-1,-3.410749435E-1,7.708570715E-1
1.990049714E1,7.117290795E-2,6.991529465E-1,-3.406133652E-1,7.809595956E-1
1.990505125E1,8.485183120E-2,7.117198706E-1,-3.188095093E-1,7.844644738E-1
1.990960464E1,7.650038600E-2,7.309808731E-1,-2.948198318E-1,7.918990334E-1
1.991415724E1,8.912472427E-2,7.213417292E-1,-3.089981079E-1,7.897828419E-1
1.991871068E1,1.154325157E-1,7.591331601E-1,-3.064498901E-1,8.267522940E-1
1.992326484E1,1.147566438E-1,7.420315742E-1,-2.446060181E-1,7.896911096E-1
1.992781823E1,7.562077045E-2,7.203233838E-1,-2.378530502E-1,7.623374264E-1
1.993237083E1,7.201249897E-2,6.822872758E-1,-2.572565079E-1,7.327227563E-1
1.993692427E1,4.452671111E-2,6.565809846E-1,-2.409019470E-1,7.007959513E-1
1.994147838E1,5.279074609E-2,6.407283545E-1,-2.484073639E-1,6.892212312E-1
1.994603177E1,5.854068696E-2,5.917750597E-1,-1.917743683E-1,6.248216879E-1
1.995058438E1,6.427627802E-2,5.525994301E-1,-1.213693619E-1,5.694103020E-1
1.995513781E1,4.400166869E-2,5.281344056E-1,-1.084890366E-1,5.409546823E-1
1.995969198E1,4.786945879E-2,4.826639593E-1,-8.621692657E-2,4.926350993E-1
1.996424536E1,4.973801970E-2,4.424684048E-1,-6.412029266E-2,4.498483875E-1
1.996879797E1,4.740940034E-2,4.242217839E-1,-4.694175720E-2,4.294360275E-1
1.997335141E1,2.915942669E-2,4.111849368E-1,3.325462341E-3,4.122309827E-1
1.997790552E1,4.980345070E-2,3.794807494E-1,1.522159576E-2,3.830374914E-1
1.998245891E1,6.409028172E-2,3.340115547E-1,5.313205719E-2,3.442300080E-1
1.998701151E1,5.071505904E-2,2.891323566E-1,7.887744904E-2,3.039591894E-1
1.999156495E1,6.437392533E-2,2.591840625E-1,8.068847656E-2,2.789820976E-1
1.999611911E1,8.828260005E-2,1.989048272E-1,1.275815964E-1,2.522578274E-1
2.000067250E1,9.155870974E-2,1.772557646E-1,1.100282669E-1,2.278350784E-1
2.000522510E1,1.030089557E-1,1.347031891E-1,1.258602142E-1,2.111790417E-1
2.000977854E1,1.369084120E-1,1.283159852E-1,1.059846878E-1,2.155032700E-1
2.001433266E1,1.477142572E-1,1.316387951E-1,1.052751541E-1,2.241230293E-1
2.001888604E1,1.733680069E-1,9.724490345E-2,1.093320847E-1,2.268623852E-1
2.002343865E1,1.828414202E-1,9.183466434E-2,1.038770676E-1,2.294668509E-1
2.002799208E1,2.045309246E-1,8.200085163E-2,7.237529755E-2,2.319379712E-1
2.003254625E1,2.050599903E-1,1.057474166E-1,3.639698029E-2,2.335740908E-1
2.003709964E1,1.703108847E-1,1.486130655E-1,-1.113510132E-2,2.263087077E-1
2.004165224E1,1.786120683E-1,1.819102615E-1,-4.640388489E-2,2.591272558E-1
2.004620568E1,1.653248519E-1,2.461656034E-1,-6.477260590E-2,3.035215007E-1
2.005075979E1,1.305205673E-1,2.819603682E-1,-9.723377228E-2,3.255636254E-1
2.005531318E1,1.073789746E-1,3.157944083E-1,-9.622383118E-2,3.471532489E-1
2.005986578E1,7.417352498E-2,3.004379869E-1,-1.474590302E-1,3.427956553E-1
2.006441922E1,5.703017116E-2,2.459459007E-1,-1.176271439E-1,2.785282238E-1
2.006897338E1,1.023787260E-2,1.953491867E-1,-7.385921478E-2,2.090963949E-1
2.007352677E1,-1.386946440E-2,1.936900616E-1,-1.390171051E-2,1.946829719E-1
2.007807938E1,-1.299917698E-3,1.761626005E-1,8.821582794E-2,1.970202627E-1
2.008263281E1,-2.191156149E-3,1.854989529E-1,1.633300781E-1,2.471666990E-1
2.008718693E1,3.809231520E-2,1.380456090E-1,2.852325439E-1,3.191633105E-1
2.009174031E1,1.665642262E-1,8.632369339E-2,3.752279282E-1,4.195133127E-1
2.009629292E1,3.117450774E-1,2.568909526E-2,5.118999481E-1,5.999053923E-1
2.010084635E1,5.096384287E-1,-3.427058458E-3,6.260633469E-1,8.072783826E-1
2.010540052E1,6.317856312E-1,-1.545806229E-2,7.202825546E-1,9.582270054E-1
2.010995391E1,7.027708292E-1,1.081775129E-2,7.804937363E-1,1.050321063E0
2.011450651E1,7.397972345E-1,2.531136572E-2,8.330869675E-1,1.114439101E0
2.011905995E1,8.744162321E-1,-9.944722056E-3,9.208574295E-1,1.269913796E0
2.012361406E1,1.041476965E0,-4.955827445E-2,1.038759232E0,1.471784982E0
2.012816745E1,1.088623405E0,-1.220323071E-1,1.129590034E0,1.573520399E0
2.013272005E1,1.083397508E0,-2.389107943E-1,1.120018005E0,1.576473552E0
2.013727354E1,1.047852993E0,-3.736728430E-1,1.084443092E0,1.553590715E0
2.014182766E1,9.706938267E-1,-4.857845902E-1,1.051562309E0,1.511296286E0
2.014638104E1,8.765838742E-1,-5.495060086E-1,9.572916031E-1,1.409525933E0
2.015093365E1,7.255910635E-1,-5.988457799E-1,9.018135071E-1,1.303213820E0
2.015548708E1,6.133191586E-1,-6.484325528E-1,8.753089905E-1,1.250116392E0
2.016004120E1,4.705240428E-1,-6.535616517E-1,8.110980988E-1,1.142985491E0
2.016459464E1,3.283110857E-1,-6.740891933E-1,7.047491074E-1,1.029007150E0
2.016914719E1,2.126180828E-1,-6.907898188E-1,5.518627167E-1,9.093676269E-1
2.017370068E1,1.208594590E-1,-7.107554078E-1,3.836755753E-1,8.166928466E-1
2.017825479E1,6.453992426E-2,-7.408565283E-1,1.955718994E-1,7.689487403E-1
2.018280818E1,5.975449085E-2,-7.381315827E-1,-4.224777222E-4,7.405464274E-1
2.018736078E1,8.207210898E-2,-7.475516796E-1,-1.567821503E-1,7.682122021E-1
2.019191422E1,1.048411131E-1,-7.663117647E-1,-2.999420166E-1,8.295725363E-1
2.019646833E1,1.252994835E-1,-7.632101774E-1,-4.181547165E-1,8.792286974E-1
2.020102177E1,1.456691772E-1,-7.644751072E-1,-5.377330780E-1,9.459379271E-1
2.020557438E1,1.895128191E-1,-7.534572482E-1,-6.254463196E-1,9.973946221E-1
2.021012781E1,2.020068467E-1,-7.115441561E-1,-6.317338943E-1,9.727227588E-1
2.021468193E1,2.186233848E-1,-7.080781460E-1,-6.284704208E-1,9.716717116E-1
2.021923531E1,2.082047462E-1,-6.862274408E-1,-5.754117966E-1,9.194324622E-1
2.022378792E1,2.134729624E-1,-6.725172997E-1,-5.584106445E-1,8.998181327E-1
2.022834135E1,2.032395601E-1,-6.955193877E-1,-5.368356705E-1,9.018015716E-1
2.023289552E1,2.107486725E-1,-7.150287032E-1,-5.368404388E-1,9.186287096E-1
2.023744891E1,2.026337087E-1,-6.978552938E-1,-5.202817917E-1,8.937312648E-1
2.024200151E1,2.097694576E-1,-7.154928446E-1,-5.347614288E-1,9.175527351E-1
2.024655495E1,1.843070984E-1,-7.463031411E-1,-4.969797134E-1,9.153831550E-1
2.025110906E1,1.618430018E-1,-7.828963399E-1,-5.046720505E-1,9.454172173E-1
